Project,Bug_ID,Technique,Owner,Master_Status,Audit_Status,Target_Classes,Candidate_Files,Candidate_Packages,Target_Match_Files,Candidate_SHA256
JacksonCore,7,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,com.fasterxml.jackson.core.json.JsonWriteContext,,,,
JacksonCore,8,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,com.fasterxml.jackson.core.util.TextBuffer,,,,
JacksonCore,10,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,com.fasterxml.jackson.core.sym.ByteQuadsCanonicalizer,,,,
JacksonCore,11,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,com.fasterxml.jackson.core.sym.ByteQuadsCanonicalizer,,,,
JacksonCore,13,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,com.fasterxml.jackson.core.json.JsonGeneratorImpl,,,,
JacksonCore,14,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,com.fasterxml.jackson.core.io.IOContext,,,,
JacksonCore,15,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,com.fasterxml.jackson.core.filter.FilteringParserDelegate,,,,
JacksonCore,16,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,com.fasterxml.jackson.core.util.JsonParserSequence,,,,
JacksonCore,17,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,com.fasterxml.jackson.core.json.UTF8JsonGenerator,,,,
JacksonCore,18,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,com.fasterxml.jackson.core.base.GeneratorBase;com.fasterxml.jackson.core.json.UTF8JsonGenerator;com.fasterxml.jackson.core.json.WriterBasedJsonGenerator,,,,
JacksonCore,20,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,com.fasterxml.jackson.core.JsonGenerator,,,,
JacksonCore,21,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,com.fasterxml.jackson.core.filter.FilteringParserDelegate,,,,
JacksonCore,22,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,com.fasterxml.jackson.core.filter.FilteringParserDelegate,,,,
JacksonCore,23,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,com.fasterxml.jackson.core.util.DefaultPrettyPrinter,,,,
JacksonCore,24,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,com.fasterxml.jackson.core.base.ParserBase;com.fasterxml.jackson.core.base.ParserMinimalBase,,,,
JacksonCore,25,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,com.fasterxml.jackson.core.json.ReaderBasedJsonParser,,,,
JacksonCore,25,DeepSeek V4 Flash,Member 3 — AI,NO_SUITE,MATCHING_CANDIDATE_NOT_ADMITTED,com.fasterxml.jackson.core.json.ReaderBasedJsonParser,Deepseek-v4_flash\TestCode\JacksonCore_25b\ReaderBasedJsonParserDeepseekTest.java,com.fasterxml.jackson.core.json,Deepseek-v4_flash\TestCode\JacksonCore_25b\ReaderBasedJsonParserDeepseekTest.java,29267a9cc023894af214d4ce05e94faea65a21c6ebe8fa863f646f057ab39854
JacksonCore,26,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,com.fasterxml.jackson.core.json.async.NonBlockingJsonParser,,,,
JacksonDatabind,1,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,com.fasterxml.jackson.databind.ser.BeanPropertyWriter,,,,
JacksonDatabind,2,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,com.fasterxml.jackson.databind.util.TokenBuffer,,,,
JacksonDatabind,5,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,com.fasterxml.jackson.databind.introspect.AnnotatedClass,,,,
JacksonDatabind,6,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,com.fasterxml.jackson.databind.util.StdDateFormat,,,,
JacksonDatabind,7,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,com.fasterxml.jackson.databind.util.TokenBuffer,,,,
JacksonDatabind,8,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,com.fasterxml.jackson.databind.deser.impl.CreatorCollector,,,,
JacksonDatabind,9,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,com.fasterxml.jackson.databind.ser.std.StdKeySerializer,,,,
JacksonDatabind,10,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,com.fasterxml.jackson.databind.ser.AnyGetterWriter;com.fasterxml.jackson.databind.ser.BeanSerializerFactory,,,,
JacksonDatabind,11,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,com.fasterxml.jackson.databind.type.TypeFactory,,,,
JacksonDatabind,12,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,com.fasterxml.jackson.databind.deser.std.MapDeserializer,,,,
JacksonDatabind,13,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,com.fasterxml.jackson.databind.deser.DefaultDeserializationContext;com.fasterxml.jackson.databind.deser.impl.ObjectIdValueProperty,,,,
JacksonDatabind,14,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,com.fasterxml.jackson.databind.ObjectReader,,,,
JacksonDatabind,15,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,com.fasterxml.jackson.databind.JavaType;com.fasterxml.jackson.databind.ser.BeanSerializerFactory;com.fasterxml.jackson.databind.ser.std.BeanSerializerBase;com.fasterxml.jackson.databind.ser.std.StdDelegatingSerializer;com.fasterxml.jackson.databind.ser.std.StdSerializer,,,,
JacksonDatabind,16,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,com.fasterxml.jackson.databind.introspect.AnnotationMap,,,,
JacksonDatabind,17,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,com.fasterxml.jackson.databind.ObjectMapper,,,,
JacksonDatabind,18,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,com.fasterxml.jackson.databind.MappingIterator,,,,
JacksonDatabind,19,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,com.fasterxml.jackson.databind.type.TypeFactory,,,,
JacksonDatabind,20,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,com.fasterxml.jackson.databind.node.ObjectNode,,,,
JacksonDatabind,21,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,com.fasterxml.jackson.databind.introspect.JacksonAnnotationIntrospector,,,,
JacksonDatabind,22,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,com.fasterxml.jackson.databind.ser.BasicSerializerFactory;com.fasterxml.jackson.databind.ser.BeanSerializerFactory,,,,
JacksonDatabind,23,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,com.fasterxml.jackson.databind.ser.std.NumberSerializers,,,,
JacksonDatabind,24,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,com.fasterxml.jackson.databind.cfg.BaseSettings,,,,
JacksonDatabind,24,MIO (EvoSuite SBST),Member 2 — MIO,NO_SUITE,NO_JAVA_CANDIDATE,com.fasterxml.jackson.databind.cfg.BaseSettings,,,,
JacksonDatabind,25,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,com.fasterxml.jackson.databind.deser.BasicDeserializerFactory;com.fasterxml.jackson.databind.deser.DeserializerCache;com.fasterxml.jackson.databind.jsontype.impl.TypeDeserializerBase;com.fasterxml.jackson.databind.module.SimpleAbstractTypeResolver,,,,
JacksonDatabind,26,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,com.fasterxml.jackson.databind.ser.BeanPropertyWriter,,,,
JacksonDatabind,27,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,com.fasterxml.jackson.databind.deser.BeanDeserializer,,,,
JacksonDatabind,28,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,com.fasterxml.jackson.databind.deser.std.JsonNodeDeserializer,,,,
JacksonDatabind,29,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,com.fasterxml.jackson.databind.deser.impl.ExternalTypeHandler,,,,
JacksonDatabind,33,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,com.fasterxml.jackson.databind.introspect.JacksonAnnotationIntrospector,,,,
JacksonDatabind,34,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,com.fasterxml.jackson.databind.ser.std.NumberSerializer,,,,
JacksonDatabind,35,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,com.fasterxml.jackson.databind.jsontype.impl.AsWrapperTypeDeserializer,,,,
JacksonDatabind,36,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,com.fasterxml.jackson.databind.util.StdDateFormat,,,,
JacksonDatabind,39,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,com.fasterxml.jackson.databind.deser.std.NullifyingDeserializer,,,,
JacksonDatabind,40,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,com.fasterxml.jackson.databind.deser.std.NumberDeserializers,,,,
JacksonDatabind,41,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,com.fasterxml.jackson.databind.type.TypeFactory,,,,
JacksonDatabind,42,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,com.fasterxml.jackson.databind.deser.std.FromStringDeserializer,,,,
JacksonDatabind,43,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,com.fasterxml.jackson.databind.deser.impl.ObjectIdValueProperty,,,,
JacksonDatabind,45,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,com.fasterxml.jackson.databind.ser.std.DateTimeSerializerBase,,,,
JacksonDatabind,47,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,com.fasterxml.jackson.databind.AnnotationIntrospector,,,,
JacksonDatabind,48,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,com.fasterxml.jackson.databind.DeserializationConfig;com.fasterxml.jackson.databind.SerializationConfig,,,,
JacksonDatabind,49,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,com.fasterxml.jackson.databind.ser.impl.WritableObjectId,,,,
JacksonDatabind,50,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,com.fasterxml.jackson.databind.deser.BeanDeserializer,,,,
JacksonDatabind,51,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,com.fasterxml.jackson.databind.jsontype.impl.TypeDeserializerBase,,,,
JacksonDatabind,52,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,com.fasterxml.jackson.databind.deser.BeanDeserializerBase;com.fasterxml.jackson.databind.deser.impl.ExternalTypeHandler,,,,
JacksonDatabind,54,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,com.fasterxml.jackson.databind.ser.PropertyBuilder,,,,
JacksonDatabind,55,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,com.fasterxml.jackson.databind.ser.std.StdKeySerializers,,,,
JacksonDatabind,56,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,com.fasterxml.jackson.databind.deser.std.FromStringDeserializer,,,,
JacksonDatabind,57,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,com.fasterxml.jackson.databind.ObjectReader,,,,
JacksonDatabind,58,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,com.fasterxml.jackson.databind.deser.BeanDeserializerFactory,,,,
JacksonDatabind,59,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,com.fasterxml.jackson.databind.JavaType;com.fasterxml.jackson.databind.type.CollectionLikeType;com.fasterxml.jackson.databind.type.MapLikeType;com.fasterxml.jackson.databind.type.TypeFactory,,,,
JacksonDatabind,60,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,com.fasterxml.jackson.databind.ser.std.JsonValueSerializer,,,,
JacksonDatabind,61,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,com.fasterxml.jackson.databind.ObjectMapper;com.fasterxml.jackson.databind.jsontype.impl.StdTypeResolverBuilder,,,,
JacksonDatabind,62,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,com.fasterxml.jackson.databind.deser.std.CollectionDeserializer,,,,
JacksonDatabind,63,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,com.fasterxml.jackson.databind.JsonMappingException,,,,
JacksonDatabind,64,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,com.fasterxml.jackson.databind.ser.PropertyBuilder,,,,
JacksonDatabind,67,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,com.fasterxml.jackson.databind.deser.BasicDeserializerFactory,,,,
JacksonDatabind,68,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,com.fasterxml.jackson.databind.deser.BeanDeserializerBase,,,,
JacksonDatabind,69,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,com.fasterxml.jackson.databind.deser.impl.CreatorCollector,,,,
JacksonDatabind,70,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,com.fasterxml.jackson.databind.deser.impl.BeanPropertyMap,,,,
JacksonDatabind,72,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,com.fasterxml.jackson.databind.deser.impl.InnerClassProperty,,,,
JacksonDatabind,73,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,com.fasterxml.jackson.databind.introspect.POJOPropertiesCollector;com.fasterxml.jackson.databind.introspect.POJOPropertyBuilder,,,,
JacksonDatabind,74,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,com.fasterxml.jackson.databind.jsontype.impl.AsPropertyTypeDeserializer,,,,
JacksonDatabind,75,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,com.fasterxml.jackson.databind.ser.std.EnumSerializer,,,,
JacksonDatabind,76,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,com.fasterxml.jackson.databind.deser.BuilderBasedDeserializer,,,,
JacksonDatabind,77,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,com.fasterxml.jackson.databind.deser.BeanDeserializerFactory,,,,
JacksonDatabind,78,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,com.fasterxml.jackson.databind.deser.BeanDeserializerFactory,,,,
JacksonDatabind,79,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,com.fasterxml.jackson.databind.introspect.JacksonAnnotationIntrospector;com.fasterxml.jackson.databind.introspect.ObjectIdInfo;com.fasterxml.jackson.databind.ser.std.BeanSerializerBase,,,,
JacksonDatabind,80,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,com.fasterxml.jackson.databind.jsontype.impl.StdSubtypeResolver,,,,
JacksonDatabind,81,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,com.fasterxml.jackson.databind.introspect.JacksonAnnotationIntrospector,,,,
JacksonDatabind,82,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,com.fasterxml.jackson.databind.deser.BeanDeserializerFactory,,,,
JacksonDatabind,83,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,com.fasterxml.jackson.databind.deser.std.FromStringDeserializer,,,,
JacksonDatabind,84,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,com.fasterxml.jackson.databind.type.ResolvedRecursiveType,,,,
JacksonDatabind,85,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,com.fasterxml.jackson.databind.ser.std.DateTimeSerializerBase,,,,
JacksonDatabind,86,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,com.fasterxml.jackson.databind.type.ResolvedRecursiveType,,,,
JacksonDatabind,87,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,com.fasterxml.jackson.databind.util.StdDateFormat,,,,
JacksonDatabind,88,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,com.fasterxml.jackson.databind.jsontype.impl.ClassNameIdResolver,,,,
JacksonDatabind,91,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,com.fasterxml.jackson.databind.deser.DeserializerCache,,,,
JacksonDatabind,92,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,com.fasterxml.jackson.databind.deser.BeanDeserializerFactory,,,,
JacksonDatabind,93,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,com.fasterxml.jackson.databind.jsontype.impl.SubTypeValidator,,,,
JacksonDatabind,94,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,com.fasterxml.jackson.databind.jsontype.impl.SubTypeValidator,,,,
JacksonDatabind,95,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,com.fasterxml.jackson.databind.type.TypeFactory;com.fasterxml.jackson.databind.type.TypeParser,,,,
JacksonDatabind,96,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,com.fasterxml.jackson.databind.deser.BasicDeserializerFactory,,,,
JacksonDatabind,97,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,com.fasterxml.jackson.databind.node.POJONode,,,,
JacksonDatabind,98,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,com.fasterxml.jackson.databind.deser.impl.ExternalTypeHandler,,,,
JacksonDatabind,99,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,com.fasterxml.jackson.databind.type.ReferenceType,,,,
JacksonDatabind,100,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,com.fasterxml.jackson.databind.node.TreeTraversingParser,,,,
JacksonDatabind,101,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,com.fasterxml.jackson.databind.deser.BeanDeserializer,,,,
JacksonDatabind,102,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,com.fasterxml.jackson.databind.ser.std.DateTimeSerializerBase,,,,
JacksonDatabind,104,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,com.fasterxml.jackson.databind.util.StdDateFormat,,,,
JacksonDatabind,105,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,com.fasterxml.jackson.databind.deser.std.JdkDeserializers,,,,
JacksonDatabind,106,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,com.fasterxml.jackson.databind.node.TreeTraversingParser,,,,
JacksonDatabind,107,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,com.fasterxml.jackson.databind.jsontype.impl.TypeDeserializerBase,,,,
JacksonDatabind,108,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,com.fasterxml.jackson.databind.ObjectReader,,,,
JacksonDatabind,109,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,com.fasterxml.jackson.databind.ser.std.NumberSerializer;com.fasterxml.jackson.databind.ser.std.NumberSerializers,,,,
JacksonDatabind,110,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,com.fasterxml.jackson.databind.deser.impl.JavaUtilCollectionsDeserializers,,,,
JacksonDatabind,111,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,com.fasterxml.jackson.databind.deser.CreatorProperty;com.fasterxml.jackson.databind.deser.impl.FieldProperty;com.fasterxml.jackson.databind.deser.impl.MethodProperty;com.fasterxml.jackson.databind.deser.impl.ObjectIdReferenceProperty;com.fasterxml.jackson.databind.deser.impl.ObjectIdValueProperty;com.fasterxml.jackson.databind.deser.impl.SetterlessProperty;com.fasterxml.jackson.databind.deser.std.AtomicReferenceDeserializer,,,,
JacksonDatabind,112,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,com.fasterxml.jackson.databind.deser.std.StringCollectionDeserializer,,,,
JacksonXml,1,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,com.fasterxml.jackson.dataformat.xml.deser.FromXmlParser,,,,
JacksonXml,2,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,com.fasterxml.jackson.dataformat.xml.deser.XmlTokenStream,,,,
JacksonXml,3,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,com.fasterxml.jackson.dataformat.xml.deser.FromXmlParser,,,,
JacksonXml,4,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,com.fasterxml.jackson.dataformat.xml.ser.XmlSerializerProvider,,,,
JacksonXml,5,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,com.fasterxml.jackson.dataformat.xml.ser.XmlSerializerProvider,,,,
JacksonXml,6,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,com.fasterxml.jackson.dataformat.xml.ser.ToXmlGenerator,,,,
Jsoup,4,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,org.jsoup.nodes.Entities,,,,
Jsoup,6,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,org.jsoup.nodes.Entities,,,,
Jsoup,7,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,org.jsoup.nodes.Document,,,,
Jsoup,8,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,org.jsoup.nodes.Node,,,,
Jsoup,9,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,org.jsoup.nodes.Entities,,,,
Jsoup,10,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,org.jsoup.nodes.Node,,,,
Jsoup,13,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,org.jsoup.nodes.Node,,,,
Jsoup,14,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,org.jsoup.parser.Tokeniser;org.jsoup.parser.TokeniserState,,,,
Jsoup,15,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,org.jsoup.parser.TreeBuilderState,,,,
Jsoup,17,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,org.jsoup.parser.TreeBuilderState,,,,
Jsoup,18,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,org.jsoup.parser.CharacterReader,,,,
Jsoup,19,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,org.jsoup.safety.Whitelist,,,,
Jsoup,21,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,org.jsoup.select.CombiningEvaluator;org.jsoup.select.QueryParser,,,,
Jsoup,23,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,org.jsoup.parser.CharacterReader;org.jsoup.parser.Tokeniser,,,,
Jsoup,24,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,org.jsoup.parser.TokeniserState,,,,
Jsoup,26,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,org.jsoup.safety.Cleaner,,,,
Jsoup,30,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,org.jsoup.safety.Cleaner,,,,
Jsoup,31,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,org.jsoup.parser.Token;org.jsoup.parser.TokeniserState;org.jsoup.parser.XmlTreeBuilder,,,,
Jsoup,33,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,org.jsoup.parser.HtmlTreeBuilder,,,,
Jsoup,34,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,org.jsoup.parser.CharacterReader,,,,
Jsoup,35,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,org.jsoup.parser.HtmlTreeBuilderState,,,,
Jsoup,38,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,org.jsoup.parser.HtmlTreeBuilderState,,,,
Jsoup,45,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,org.jsoup.parser.HtmlTreeBuilder,,,,
Jsoup,46,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,org.jsoup.nodes.Entities,,,,
Jsoup,47,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,org.jsoup.nodes.Entities,,,,
Jsoup,48,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,org.jsoup.helper.HttpConnection,,,,
Jsoup,49,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,org.jsoup.nodes.Node,,,,
Jsoup,51,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,org.jsoup.parser.CharacterReader,,,,
Jsoup,54,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,org.jsoup.helper.W3CDom,,,,
Jsoup,55,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,org.jsoup.parser.TokeniserState,,,,
Jsoup,57,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,org.jsoup.nodes.Attributes,,,,
