Project,Bug_ID,Technique,Target_Classes,Suite_Available,Test_Files,Suite_SHA256,Inventory_Status,Error_Detail
JacksonCore,5,Gemini 3.8 Flash,com.fasterxml.jackson.core.JsonPointer,YES,JsonPointerGeminiTest.java,0cb7e11ec34e0126185502abe55c4ed07e0eb2e6eb046ec49876e463075b59b3,READY,
JacksonCore,6,IPO (Native IPO),com.fasterxml.jackson.core.JsonPointer,NO,,,NO_SUITE,
JacksonCore,6,MIO (EvoSuite SBST),com.fasterxml.jackson.core.JsonPointer,YES,JsonPointer_ESTest.java,9aa89108d69c1ee8acf8e3672b41ff09e8c63680b9efe900c165614d9fca2170,READY,
JacksonCore,6,DeepSeek V4 Flash,com.fasterxml.jackson.core.JsonPointer,YES,JsonPointerDeepseekTest.java,91e2273d4d5977b1f4478a9ea93fea86f2023454af55ae10c0366b1effdfe91b,READY,
JacksonCore,6,Gemini 3.8 Flash,com.fasterxml.jackson.core.JsonPointer,YES,JsonPointerGeminiTest.java,e6184e4c85f42ce349ad10324e13102f64dae35dcd6777ac0c111e78bbc39d5c,READY,
JacksonCore,7,IPO (Native IPO),com.fasterxml.jackson.core.json.JsonWriteContext,NO,,,NO_SUITE,
JacksonCore,7,MIO (EvoSuite SBST),com.fasterxml.jackson.core.json.JsonWriteContext,YES,JsonWriteContext_ESTest.java,2a04488d5fe04dc85a3912117537dc042beed0d24d664b0b8ed285f002ffc92d,READY,
JacksonCore,7,DeepSeek V4 Flash,com.fasterxml.jackson.core.json.JsonWriteContext,YES,JsonWriteContextDeepseekTest.java,1dc92a8f2920d82ec061d05b0197c179a3ccfc341228873fb31195fe4ce1b725,READY,
JacksonCore,7,Gemini 3.8 Flash,com.fasterxml.jackson.core.json.JsonWriteContext,YES,JsonWriteContextGeminiTest.java,9b8b1612908c15762a550fbec154bc44a0e6d9a778622c1b9bf0134eb8067e36,READY,
JacksonCore,8,IPO (Native IPO),com.fasterxml.jackson.core.util.TextBuffer,NO,,,NO_SUITE,
JacksonCore,8,MIO (EvoSuite SBST),com.fasterxml.jackson.core.util.TextBuffer,YES,TextBuffer_ESTest.java,4c45871e7418a52c4ebe1eec0b0a6ac1ee8bd9d683b7a705aee0400137ffe7be,READY,
JacksonCore,8,DeepSeek V4 Flash,com.fasterxml.jackson.core.util.TextBuffer,YES,TextBufferDeepseekTest.java,81ac520af3e2f5a5077e33b6578402045ff59a9cb1e20255cf7d0c590a5c380f,READY,
JacksonCore,8,Gemini 3.8 Flash,com.fasterxml.jackson.core.util.TextBuffer,YES,TextBufferGeminiTest.java,893504134d1bc62beb4c94ca63a77ce06c73483ca3076c5daddd5e55644c074e,READY,
JacksonCore,9,IPO (Native IPO),com.fasterxml.jackson.core.base.ParserMinimalBase;com.fasterxml.jackson.core.json.ReaderBasedJsonParser;com.fasterxml.jackson.core.json.UTF8StreamJsonParser,YES,UTF8StreamJsonParser_IPOTest.java,d6872c0094bdeed29520ef0c1f1f6dbf191f3ed699e06bcbbb58419a6a1af294,READY,
JacksonCore,9,MIO (EvoSuite SBST),com.fasterxml.jackson.core.base.ParserMinimalBase;com.fasterxml.jackson.core.json.ReaderBasedJsonParser;com.fasterxml.jackson.core.json.UTF8StreamJsonParser,YES,ParserMinimalBase_ESTest.java;ReaderBasedJsonParser_ESTest.java;UTF8StreamJsonParser_ESTest.java,7575af14789fb03c27527ee5ce643a628b37688bc737cbfe5b6255035909ee6c,READY,
JacksonCore,9,DeepSeek V4 Flash,com.fasterxml.jackson.core.base.ParserMinimalBase;com.fasterxml.jackson.core.json.ReaderBasedJsonParser;com.fasterxml.jackson.core.json.UTF8StreamJsonParser,YES,ParserMinimalBaseDeepseekTest.java;ReaderBasedJsonParserDeepseekTest.java;UTF8StreamJsonParserDeepseekTest.java,00d21801e8848d57d8d2ac229387c06f1e3eae206c9a8c664e07754852f4d304,READY,
JacksonCore,9,Gemini 3.8 Flash,com.fasterxml.jackson.core.base.ParserMinimalBase;com.fasterxml.jackson.core.json.ReaderBasedJsonParser;com.fasterxml.jackson.core.json.UTF8StreamJsonParser,YES,ParserMinimalBaseGeminiTest.java;ReaderBasedJsonParserGeminiTest.java;UTF8StreamJsonParserGeminiTest.java,4e618f451195390f4d3e03293f73c654b3ae8e22a552cb477eed8c8656f67c5a,READY,
JacksonCore,10,IPO (Native IPO),com.fasterxml.jackson.core.sym.ByteQuadsCanonicalizer,NO,,,NO_SUITE,
JacksonCore,10,MIO (EvoSuite SBST),com.fasterxml.jackson.core.sym.ByteQuadsCanonicalizer,YES,ByteQuadsCanonicalizer_ESTest.java,430e1792821d7536003afc4d8db67c16d9e7a47c0decd294e2c904f6d0906642,READY,
JacksonCore,10,DeepSeek V4 Flash,com.fasterxml.jackson.core.sym.ByteQuadsCanonicalizer,YES,ByteQuadsCanonicalizerDeepseekTest.java,2bacd1763b2858a8fa07a7e50ff44f816b8c125bf8cf04c75541b7948e6a3055,READY,
JacksonCore,10,Gemini 3.8 Flash,com.fasterxml.jackson.core.sym.ByteQuadsCanonicalizer,YES,ByteQuadsCanonicalizerGeminiTest.java,294b987144eb09533382e7c9cf678c88515ee28564effa3aa9b5e0e2a9809932,READY,
JacksonCore,11,IPO (Native IPO),com.fasterxml.jackson.core.sym.ByteQuadsCanonicalizer,NO,,,NO_SUITE,
JacksonCore,11,MIO (EvoSuite SBST),com.fasterxml.jackson.core.sym.ByteQuadsCanonicalizer,YES,ByteQuadsCanonicalizer_ESTest.java,f6585ab29060e6ffc87cd56b667f38eb8081e5855ecc6d1de19445a8d5fb81c9,READY,
JacksonCore,11,DeepSeek V4 Flash,com.fasterxml.jackson.core.sym.ByteQuadsCanonicalizer,YES,ByteQuadsCanonicalizerDeepseekTest.java,09e1961ea79413270c6e3e04e107cdf9d8461be8cebb79b11aabc74b1201c9fa,READY,
JacksonCore,11,Gemini 3.8 Flash,com.fasterxml.jackson.core.sym.ByteQuadsCanonicalizer,YES,ByteQuadsCanonicalizerGeminiTest.java,5e7ea9ea332862050acc0e202bcc170488c401dc66749e196e2dc64fac2d6234,READY,
JacksonCore,12,IPO (Native IPO),com.fasterxml.jackson.core.json.ReaderBasedJsonParser;com.fasterxml.jackson.core.json.UTF8StreamJsonParser,YES,UTF8StreamJsonParser_IPOTest.java,d6872c0094bdeed29520ef0c1f1f6dbf191f3ed699e06bcbbb58419a6a1af294,READY,
JacksonCore,12,MIO (EvoSuite SBST),com.fasterxml.jackson.core.json.ReaderBasedJsonParser;com.fasterxml.jackson.core.json.UTF8StreamJsonParser,YES,ReaderBasedJsonParser_ESTest.java;UTF8StreamJsonParser_ESTest.java,4b0a5eb6dda320b681099e964b3987f5fab3ac110f8632d5920b7b7dcb449ce3,READY,
JacksonCore,12,DeepSeek V4 Flash,com.fasterxml.jackson.core.json.ReaderBasedJsonParser;com.fasterxml.jackson.core.json.UTF8StreamJsonParser,YES,ReaderBasedJsonParserDeepseekTest.java;UTF8StreamJsonParserDeepseekTest.java,34f088f3a7548274c2cd1ad9ac5c1fc6e1acd7ec0721069fb3068ecc27c60031,READY,
JacksonCore,12,Gemini 3.8 Flash,com.fasterxml.jackson.core.json.ReaderBasedJsonParser;com.fasterxml.jackson.core.json.UTF8StreamJsonParser,YES,ReaderBasedJsonParserGeminiTest.java;UTF8StreamJsonParserGeminiTest.java,2768247b2cae6426fcb21085f39f60878b15d567c3108a1c590ac43b596107c9,READY,
JacksonCore,13,IPO (Native IPO),com.fasterxml.jackson.core.json.JsonGeneratorImpl,NO,,,NO_SUITE,
JacksonCore,13,MIO (EvoSuite SBST),com.fasterxml.jackson.core.json.JsonGeneratorImpl,YES,JsonGeneratorImpl_ESTest.java,06708e2d85b6e3aa928ef330a8e95e2d6f9006f0e6c10e55f7e0b782a5bfddf8,READY,
JacksonCore,13,DeepSeek V4 Flash,com.fasterxml.jackson.core.json.JsonGeneratorImpl,YES,JsonGeneratorImplDeepseekTest.java,ca57e04552a8088f09586b294ab2e801232b3d8e67ebef806a4402a0f933bb91,READY,
JacksonCore,13,Gemini 3.8 Flash,com.fasterxml.jackson.core.json.JsonGeneratorImpl,YES,JsonGeneratorImplGeminiTest.java,a49e8da23c7e13fb5e15cb936b69da1bb784f80138e0255b66a08ced691e0379,READY,
JacksonCore,14,IPO (Native IPO),com.fasterxml.jackson.core.io.IOContext,NO,,,NO_SUITE,
JacksonCore,14,MIO (EvoSuite SBST),com.fasterxml.jackson.core.io.IOContext,YES,IOContext_ESTest.java,1a02585705cdb3eeb6410e8fc07b26c0dcee501c44d824be5c0a3604049135e7,READY,
JacksonCore,14,DeepSeek V4 Flash,com.fasterxml.jackson.core.io.IOContext,YES,IOContextDeepseekTest.java,b543f5a0718a6c8498ee09278b716906a89d14f2d1528fc11cc3049a210e6b4f,READY,
JacksonCore,14,Gemini 3.8 Flash,com.fasterxml.jackson.core.io.IOContext,YES,IOContextGeminiTest.java,2381a9fbeb4abf7cd12204bf2ebcdef732e4dccece390f4463f0908edcd9b679,READY,
JacksonCore,15,IPO (Native IPO),com.fasterxml.jackson.core.filter.FilteringParserDelegate,NO,,,NO_SUITE,
JacksonCore,15,MIO (EvoSuite SBST),com.fasterxml.jackson.core.filter.FilteringParserDelegate,YES,FilteringParserDelegate_ESTest.java,dddc6986478067f3046cb59dc84845ec5f6dfe7fa7bd20f4cfac30edd3e689c3,READY,
JacksonCore,15,DeepSeek V4 Flash,com.fasterxml.jackson.core.filter.FilteringParserDelegate,YES,FilteringParserDelegateDeepseekTest.java,97ae2bf3c5b5665bf325318d324d547ed05536ebecd4ea4b469a31034fd7847f,READY,
JacksonCore,15,Gemini 3.8 Flash,com.fasterxml.jackson.core.filter.FilteringParserDelegate,YES,FilteringParserDelegateGeminiTest.java,04fe4f200ee73c10137caef8c9a154386435ceaeff830204e216fabee9df3e3c,READY,
JacksonCore,16,IPO (Native IPO),com.fasterxml.jackson.core.util.JsonParserSequence,NO,,,NO_SUITE,
JacksonCore,16,MIO (EvoSuite SBST),com.fasterxml.jackson.core.util.JsonParserSequence,YES,JsonParserSequence_ESTest.java,7c552600420001bb39d2620c5f07eae3746a881cf30ae27d82b3d7a7566cf748,READY,
JacksonCore,16,DeepSeek V4 Flash,com.fasterxml.jackson.core.util.JsonParserSequence,YES,JsonParserSequenceDeepseekTest.java,4ce9d1cef7d4d9d18c698bb7d529bd27b51f032b4e6e6f3ccb25ed39b8a6f8a8,READY,
JacksonCore,16,Gemini 3.8 Flash,com.fasterxml.jackson.core.util.JsonParserSequence,YES,JsonParserSequenceGeminiTest.java,e31cd31565105ea7fc89785df831dcd7885984167086882a26776a6f35b66eea,READY,
JacksonCore,17,IPO (Native IPO),com.fasterxml.jackson.core.json.UTF8JsonGenerator,NO,,,NO_SUITE,
JacksonCore,17,MIO (EvoSuite SBST),com.fasterxml.jackson.core.json.UTF8JsonGenerator,YES,UTF8JsonGenerator_ESTest.java,3b1c299bd81c9ef56a7b0e6f443c7e9fe796c4b5f856e8934529368cf835f49c,READY,
JacksonCore,17,DeepSeek V4 Flash,com.fasterxml.jackson.core.json.UTF8JsonGenerator,YES,UTF8JsonGeneratorDeepseekTest.java,e8bbf1233326861d82f79248f053a725f6c723cff84f9d44bad2633803d48388,READY,
JacksonCore,17,Gemini 3.8 Flash,com.fasterxml.jackson.core.json.UTF8JsonGenerator,YES,UTF8JsonGeneratorGeminiTest.java,26605744733325269c02d3d7cc2faa9c466ad68d39ae027dd155cae6e0dc4abc,READY,
JacksonCore,18,IPO (Native IPO),com.fasterxml.jackson.core.base.GeneratorBase;com.fasterxml.jackson.core.json.UTF8JsonGenerator;com.fasterxml.jackson.core.json.WriterBasedJsonGenerator,NO,,,NO_SUITE,
JacksonCore,18,MIO (EvoSuite SBST),com.fasterxml.jackson.core.base.GeneratorBase;com.fasterxml.jackson.core.json.UTF8JsonGenerator;com.fasterxml.jackson.core.json.WriterBasedJsonGenerator,YES,GeneratorBase_ESTest.java;UTF8JsonGenerator_ESTest.java;WriterBasedJsonGenerator_ESTest.java,c8ff2046e1b30fe02726a94f5bbbfdab9fb6018fba94611aa25a3dcf0b9b8310,READY,
JacksonCore,18,DeepSeek V4 Flash,com.fasterxml.jackson.core.base.GeneratorBase;com.fasterxml.jackson.core.json.UTF8JsonGenerator;com.fasterxml.jackson.core.json.WriterBasedJsonGenerator,YES,GeneratorBaseDeepseekTest.java;UTF8JsonGeneratorDeepseekTest.java;WriterBasedJsonGeneratorDeepseekTest.java,c0dff948905db898f3088a295cb44e8f9521db42791f155ec12601674ef7bb1b,READY,
JacksonCore,18,Gemini 3.8 Flash,com.fasterxml.jackson.core.base.GeneratorBase;com.fasterxml.jackson.core.json.UTF8JsonGenerator;com.fasterxml.jackson.core.json.WriterBasedJsonGenerator,YES,GeneratorBaseGeminiTest.java;UTF8JsonGeneratorGeminiTest.java;WriterBasedJsonGeneratorGeminiTest.java,728d1d78861b545640588ef4a16cfda1c0cecb72c5a5a5b49a8f17c3b02aafcd,READY,
JacksonCore,19,IPO (Native IPO),com.fasterxml.jackson.core.json.ReaderBasedJsonParser;com.fasterxml.jackson.core.json.UTF8StreamJsonParser,YES,UTF8StreamJsonParser_IPOTest.java,d6872c0094bdeed29520ef0c1f1f6dbf191f3ed699e06bcbbb58419a6a1af294,READY,
JacksonCore,19,MIO (EvoSuite SBST),com.fasterxml.jackson.core.json.ReaderBasedJsonParser;com.fasterxml.jackson.core.json.UTF8StreamJsonParser,YES,ReaderBasedJsonParser_ESTest.java;UTF8StreamJsonParser_ESTest.java,ca89db8df08b9762059deaa379eb3c668f73e2b0bafda2dfce669909bbf45e0d,READY,
JacksonCore,19,DeepSeek V4 Flash,com.fasterxml.jackson.core.json.ReaderBasedJsonParser;com.fasterxml.jackson.core.json.UTF8StreamJsonParser,YES,ReaderBasedJsonParserDeepseekTest.java;UTF8StreamJsonParserDeepseekTest.java,bb678ca868c2bd4eca9cdbb7093739d499aad5613f621c1652903919ccc32a9f,READY,
JacksonCore,19,Gemini 3.8 Flash,com.fasterxml.jackson.core.json.ReaderBasedJsonParser;com.fasterxml.jackson.core.json.UTF8StreamJsonParser,YES,ReaderBasedJsonParserGeminiTest.java;UTF8StreamJsonParserGeminiTest.java,522b3d13ccd02881f37c75e4dcfdf007cf3938c3d2b5d31da5793cbb484d32c9,READY,
JacksonCore,20,IPO (Native IPO),com.fasterxml.jackson.core.JsonGenerator,NO,,,NO_SUITE,
JacksonCore,20,MIO (EvoSuite SBST),com.fasterxml.jackson.core.JsonGenerator,YES,JsonGenerator_ESTest.java,0701f667bb8e99ffac4aaad378a450cee6eb28c0870157266140cc56054ab523,READY,
JacksonCore,20,DeepSeek V4 Flash,com.fasterxml.jackson.core.JsonGenerator,YES,JsonGeneratorDeepseekTest.java,e5b3185f513bbf257cdc1663bc2354e678ccb81cd6daa8761974d35f181c7b61,READY,
JacksonCore,20,Gemini 3.8 Flash,com.fasterxml.jackson.core.JsonGenerator,YES,JsonGeneratorGeminiTest.java,363e39485c21005f56b49136b282e7aba555771ef41a33c222bd7694a11942d6,READY,
JacksonCore,21,IPO (Native IPO),com.fasterxml.jackson.core.filter.FilteringParserDelegate,NO,,,NO_SUITE,
JacksonCore,21,MIO (EvoSuite SBST),com.fasterxml.jackson.core.filter.FilteringParserDelegate,YES,FilteringParserDelegate_ESTest.java,abba4af8e7eecb3902c9a1b8ffdc4926b894d29741c77bff29104c4f3196f65d,READY,
JacksonCore,21,DeepSeek V4 Flash,com.fasterxml.jackson.core.filter.FilteringParserDelegate,YES,FilteringParserDelegateDeepseekTest.java,00993f75bd90b1c73310126ee67198239617743bffdccd8bf7a2a8cad5fabb91,READY,
JacksonCore,21,Gemini 3.8 Flash,com.fasterxml.jackson.core.filter.FilteringParserDelegate,YES,FilteringParserDelegateGeminiTest.java,e4bff337b7c2f56a6908a5e17bc5bd6dc58e0365a76547e083bf167fffb7098f,READY,
JacksonCore,22,IPO (Native IPO),com.fasterxml.jackson.core.filter.FilteringParserDelegate,NO,,,NO_SUITE,
JacksonCore,22,MIO (EvoSuite SBST),com.fasterxml.jackson.core.filter.FilteringParserDelegate,YES,FilteringParserDelegate_ESTest.java,68cbd9b1e9657d1a2690d93d1bca58941aaf9422ad04576838ff33b0cd78d916,READY,
JacksonCore,22,DeepSeek V4 Flash,com.fasterxml.jackson.core.filter.FilteringParserDelegate,YES,FilteringParserDelegateDeepseekTest.java,6484aed7919d9cf0340cf8ad34059b75909bc2af79904b4c9a298d06e94451b5,READY,
JacksonCore,22,Gemini 3.8 Flash,com.fasterxml.jackson.core.filter.FilteringParserDelegate,YES,FilteringParserDelegateGeminiTest.java,e7b4ef4790f0a2b6a1051c296c6766b723b79d6839785f37b5ae8ff82f5c5e55,READY,
JacksonCore,23,IPO (Native IPO),com.fasterxml.jackson.core.util.DefaultPrettyPrinter,NO,,,NO_SUITE,
JacksonCore,23,MIO (EvoSuite SBST),com.fasterxml.jackson.core.util.DefaultPrettyPrinter,YES,DefaultPrettyPrinter_ESTest.java,39776c4e4dafbf4918e047c98f6bb3a4347c7065be9f2ec4768cbb2309f8b9b6,READY,
JacksonCore,23,DeepSeek V4 Flash,com.fasterxml.jackson.core.util.DefaultPrettyPrinter,YES,DefaultPrettyPrinterDeepseekTest.java,817c0baf46c8eb54721991cadecbda8379a62a7ec89c45a42d72b47f867dcbe7,READY,
JacksonCore,23,Gemini 3.8 Flash,com.fasterxml.jackson.core.util.DefaultPrettyPrinter,YES,DefaultPrettyPrinterGeminiTest.java,a75e9a704246ffea0b0cd74a45af8ef68cf6d035a8cec93dd63ec973be621aff,READY,
JacksonCore,24,IPO (Native IPO),com.fasterxml.jackson.core.base.ParserBase;com.fasterxml.jackson.core.base.ParserMinimalBase,NO,,,NO_SUITE,
JacksonCore,24,MIO (EvoSuite SBST),com.fasterxml.jackson.core.base.ParserBase;com.fasterxml.jackson.core.base.ParserMinimalBase,YES,ParserBase_ESTest.java;ParserMinimalBase_ESTest.java,8421d811bdf3922950b1e71d6652e7e38a3583de45f1e87a5727b3fb668e1a33,READY,
JacksonCore,24,DeepSeek V4 Flash,com.fasterxml.jackson.core.base.ParserBase;com.fasterxml.jackson.core.base.ParserMinimalBase,YES,ParserBaseDeepseekTest.java;ParserMinimalBaseDeepseekTest.java,e54ba0dc57c0a95753150fcf03f160a7c33c582e3bf9625f2bcd73d4e451af65,READY,
JacksonCore,24,Gemini 3.8 Flash,com.fasterxml.jackson.core.base.ParserBase;com.fasterxml.jackson.core.base.ParserMinimalBase,YES,ParserBaseGeminiTest.java;ParserMinimalBaseGeminiTest.java,4aa89a4f32f3d9afa728643dbd5ed9e0b2716eaf49e635dc8ea6193fbd523a03,READY,
JacksonCore,25,IPO (Native IPO),com.fasterxml.jackson.core.json.ReaderBasedJsonParser,NO,,,NO_SUITE,
JacksonCore,25,MIO (EvoSuite SBST),com.fasterxml.jackson.core.json.ReaderBasedJsonParser,YES,ReaderBasedJsonParser_ESTest.java,4cf6bdef753176103ce6ef457ac2efe6a9632a45e33eee11bc674b5a3ba15639,READY,
JacksonCore,25,DeepSeek V4 Flash,com.fasterxml.jackson.core.json.ReaderBasedJsonParser,NO,,,NO_SUITE,
JacksonCore,25,Gemini 3.8 Flash,com.fasterxml.jackson.core.json.ReaderBasedJsonParser,YES,ReaderBasedJsonParserGeminiTest.java,3bf2f1ee651d923f4a64d867a8e32d3b1ff2ec686eadf64880680549258e8348,READY,
JacksonCore,26,IPO (Native IPO),com.fasterxml.jackson.core.json.async.NonBlockingJsonParser,NO,,,NO_SUITE,
JacksonCore,26,MIO (EvoSuite SBST),com.fasterxml.jackson.core.json.async.NonBlockingJsonParser,YES,NonBlockingJsonParser_ESTest.java,adc66688a44c11965aae5f2bb742ba579d97a787357ceddea62e5e4c3cff3eaf,READY,
JacksonCore,26,DeepSeek V4 Flash,com.fasterxml.jackson.core.json.async.NonBlockingJsonParser,YES,NonBlockingJsonParserDeepseekTest.java,53f287e2e48cea66bb515dffe019a911a5ca39f6b3bf5c81e838ad783e3b1785,READY,
JacksonCore,26,Gemini 3.8 Flash,com.fasterxml.jackson.core.json.async.NonBlockingJsonParser,YES,NonBlockingJsonParserGeminiTest.java,06ea3cc6cead5388d238d8209596441f0764125a8dacc842a439e4c84cc4077e,READY,
JacksonDatabind,1,IPO (Native IPO),com.fasterxml.jackson.databind.ser.BeanPropertyWriter,NO,,,NO_SUITE,
JacksonDatabind,1,MIO (EvoSuite SBST),com.fasterxml.jackson.databind.ser.BeanPropertyWriter,YES,BeanPropertyWriter_ESTest.java,72d0d7ee0a51ddca4b2e23a5295b56e7988fe40e47e9638b33da8a6c417b3b36,READY,
JacksonDatabind,1,DeepSeek V4 Flash,com.fasterxml.jackson.databind.ser.BeanPropertyWriter,YES,BeanPropertyWriterDeepseekTest.java,4a0c19272fef3819475786c1b434ad10583397e3b48c6103ebfd455853f391ee,READY,
JacksonDatabind,1,Gemini 3.8 Flash,com.fasterxml.jackson.databind.ser.BeanPropertyWriter,YES,BeanPropertyWriterGeminiTest.java,2995945f8e20d50ac6ab127398b234c91ac64c7e4eb73952557f663ee02436ff,READY,
JacksonDatabind,2,IPO (Native IPO),com.fasterxml.jackson.databind.util.TokenBuffer,NO,,,NO_SUITE,
JacksonDatabind,2,MIO (EvoSuite SBST),com.fasterxml.jackson.databind.util.TokenBuffer,YES,TokenBuffer_ESTest.java,9967f0cf82bea28ca961c1e2a9473bebb4aabdaa9a62614cc811b096dd460fe6,READY,
JacksonDatabind,2,DeepSeek V4 Flash,com.fasterxml.jackson.databind.util.TokenBuffer,YES,TokenBufferDeepseekTest.java,aecaa5ff3ec682f8159297056449f0f6ef80cc829586e6146f3b01dcda092f9a,READY,
JacksonDatabind,2,Gemini 3.8 Flash,com.fasterxml.jackson.databind.util.TokenBuffer,YES,TokenBufferGeminiTest.java,f17906d9cfd4c1f3a0cec5129177e7539f4d58f8fb610e015ba526726b4ddb94,READY,
JacksonDatabind,3,IPO (Native IPO),com.fasterxml.jackson.databind.deser.std.StringArrayDeserializer,YES,StringArrayDeserializer_IPOTest.java,b4a5d081c4fb59324acc7ba1f33f85a431a3cbba6d02013931f315c1ced819f5,READY,
JacksonDatabind,3,MIO (EvoSuite SBST),com.fasterxml.jackson.databind.deser.std.StringArrayDeserializer,YES,StringArrayDeserializer_ESTest.java,d4f0290234a2381f2c13100d8bf99d80ec628e4d0cfe31b9d29c23bcc35be4b3,READY,
JacksonDatabind,3,DeepSeek V4 Flash,com.fasterxml.jackson.databind.deser.std.StringArrayDeserializer,YES,StringArrayDeserializerDeepseekTest.java,cead13339e4455a0fee746c016c5b81408098870a61334a5458f5bcd8ff6ef25,READY,
JacksonDatabind,3,Gemini 3.8 Flash,com.fasterxml.jackson.databind.deser.std.StringArrayDeserializer,YES,StringArrayDeserializerGeminiTest.java,1123bc59c65eb159bb316d7cee91ae5fe3c86eae34c6b3f06742ec4df6b727f9,READY,
JacksonDatabind,4,IPO (Native IPO),com.fasterxml.jackson.databind.deser.std.StringArrayDeserializer,YES,StringArrayDeserializer_IPOTest.java,9c17e56afa526754f72e6872aac2cac6fa5c99e5dbbe3a82939748430d1ab00f,READY,
JacksonDatabind,4,MIO (EvoSuite SBST),com.fasterxml.jackson.databind.deser.std.StringArrayDeserializer,YES,StringArrayDeserializer_ESTest.java,262873a1fc572999b41f9baee9e2045b6cddced315bdac5b70e435f1834b151f,READY,
JacksonDatabind,4,DeepSeek V4 Flash,com.fasterxml.jackson.databind.deser.std.StringArrayDeserializer,YES,StringArrayDeserializerDeepseekTest.java,5a83a03435d4be8cbf2d31359fa238d176b955b791004934ef4843f778e635b5,READY,
JacksonDatabind,4,Gemini 3.8 Flash,com.fasterxml.jackson.databind.deser.std.StringArrayDeserializer,YES,StringArrayDeserializerGeminiTest.java,bd3d4d85867e1f8dbaf5151d5d16a7b503379dff9c29ee675ee6ca3eeb6c7d4a,READY,
JacksonDatabind,5,IPO (Native IPO),com.fasterxml.jackson.databind.introspect.AnnotatedClass,NO,,,NO_SUITE,
JacksonDatabind,5,MIO (EvoSuite SBST),com.fasterxml.jackson.databind.introspect.AnnotatedClass,YES,AnnotatedClass_ESTest.java,181232612cfd0c536ca854326b914f885979732ae585a4657b71a967c7789511,READY,
JacksonDatabind,5,DeepSeek V4 Flash,com.fasterxml.jackson.databind.introspect.AnnotatedClass,YES,AnnotatedClassDeepseekTest.java,d474021bde3a2117579147f4b0c82a7da554eecac00df4455f8a530881441477,READY,
JacksonDatabind,5,Gemini 3.8 Flash,com.fasterxml.jackson.databind.introspect.AnnotatedClass,YES,AnnotatedClassGeminiTest.java,34aad9ff04d4fabac1023a38079991a5d26f22f0374848cc7c7cfb4824779d85,READY,
JacksonDatabind,6,IPO (Native IPO),com.fasterxml.jackson.databind.util.StdDateFormat,NO,,,NO_SUITE,
JacksonDatabind,6,MIO (EvoSuite SBST),com.fasterxml.jackson.databind.util.StdDateFormat,YES,StdDateFormat_ESTest.java,40ae36f8ab60ad4ce72f595c448ede13b582c95d1bffdefee6bd1d29927b92b7,READY,
JacksonDatabind,6,DeepSeek V4 Flash,com.fasterxml.jackson.databind.util.StdDateFormat,YES,StdDateFormatDeepseekTest.java,9de6dadac350058b281a63ec42d69cca75fcb6855de60ccd2dc969f98c18c453,READY,
JacksonDatabind,6,Gemini 3.8 Flash,com.fasterxml.jackson.databind.util.StdDateFormat,YES,StdDateFormatGeminiTest.java,ee7257725d04ed867bfb4f19483cb716a7e7588f851089ca4545626a3778950c,READY,
JacksonDatabind,7,IPO (Native IPO),com.fasterxml.jackson.databind.util.TokenBuffer,NO,,,NO_SUITE,
JacksonDatabind,7,MIO (EvoSuite SBST),com.fasterxml.jackson.databind.util.TokenBuffer,YES,TokenBuffer_ESTest.java,0f94a576dcdf8cc7573103e87b3d36cf12d3c684325ca3d569e73483a226e6d7,READY,
JacksonDatabind,7,DeepSeek V4 Flash,com.fasterxml.jackson.databind.util.TokenBuffer,YES,TokenBufferDeepseekTest.java,a6ebb46936877341d689a51dd6064963c88390469f4a07a3813b339f8480d2f0,READY,
JacksonDatabind,7,Gemini 3.8 Flash,com.fasterxml.jackson.databind.util.TokenBuffer,YES,TokenBufferGeminiTest.java,d479d2d6a0560c4a2bb598b286800aa697bf88713aff4b87a4a4c6c9b2207923,READY,
JacksonDatabind,8,IPO (Native IPO),com.fasterxml.jackson.databind.deser.impl.CreatorCollector,NO,,,NO_SUITE,
JacksonDatabind,8,MIO (EvoSuite SBST),com.fasterxml.jackson.databind.deser.impl.CreatorCollector,YES,CreatorCollector_ESTest.java,89ced1409ea08d25b8039a48a8c149fc8e60fc6f30f38126c6c9c9c18e9c9962,READY,
JacksonDatabind,8,DeepSeek V4 Flash,com.fasterxml.jackson.databind.deser.impl.CreatorCollector,YES,CreatorCollectorDeepseekTest.java,b4a2920b4e3231a224d21831a87a16f27b74055440c27129899195c436de3446,READY,
JacksonDatabind,8,Gemini 3.8 Flash,com.fasterxml.jackson.databind.deser.impl.CreatorCollector,YES,CreatorCollectorGeminiTest.java,9bb1014de6635aa634eb2f747c2d155240c07a662e7c0655e6d2d7b19a10445e,READY,
JacksonDatabind,9,IPO (Native IPO),com.fasterxml.jackson.databind.ser.std.StdKeySerializer,NO,,,NO_SUITE,
JacksonDatabind,9,MIO (EvoSuite SBST),com.fasterxml.jackson.databind.ser.std.StdKeySerializer,YES,StdKeySerializer_ESTest.java,d22786510a23105c64c3aa65f3252a1e75e5a027c36dc699b57fcc074349a177,READY,
JacksonDatabind,9,DeepSeek V4 Flash,com.fasterxml.jackson.databind.ser.std.StdKeySerializer,YES,StdKeySerializerDeepseekTest.java,ec7b21867b8e16e817dd861d9b4d6ef02f5f287486402773139fb61cb4f45b33,READY,
