Project,Bug_ID,Target_Class,Budget_Sec,Line_Cov_Mean_%,Line_Cov_SD_%,Branch_Cov_Mean_%,Branch_Cov_SD_%,Mutation_Score_Mean_%,Mutation_Score_SD_%,Avg_Duration_Sec,Best_Seed
JacksonCore,9,com.fasterxml.jackson.core.base.ParserMinimalBase,120,37.66,8.74,37.66,8.74,0.0,0.0,138.71,102
JacksonCore,9,com.fasterxml.jackson.core.json.ReaderBasedJsonParser,30,33.93,8.37,33.93,8.37,0.0,0.0,102.17,102
JacksonCore,21,com.fasterxml.jackson.core.filter.FilteringParserDelegate,30,31.09,5.62,31.09,5.62,0.0,0.0,100.22,101
JacksonCore,9,com.fasterxml.jackson.core.json.ReaderBasedJsonParser,60,31.03,1.4,31.03,1.4,0.0,0.0,188.44,102
JacksonCore,21,com.fasterxml.jackson.core.filter.FilteringParserDelegate,60,43.11,8.76,43.11,8.76,0.0,0.0,120.17,102
JacksonCore,9,com.fasterxml.jackson.core.json.ReaderBasedJsonParser,120,37.66,8.74,37.66,8.74,0.0,0.0,150.3,102
JacksonCore,9,com.fasterxml.jackson.core.json.UTF8StreamJsonParser,30,33.93,8.37,33.93,8.37,0.0,0.0,44.29,102
JacksonCore,21,com.fasterxml.jackson.core.filter.FilteringParserDelegate,120,57.87,2.31,57.87,2.31,0.0,0.0,151.24,102
JacksonCore,22,com.fasterxml.jackson.core.filter.FilteringParserDelegate,30,32.92,11.02,32.92,11.02,0.0,0.0,59.34,103
JacksonCore,9,com.fasterxml.jackson.core.json.UTF8StreamJsonParser,60,31.03,1.4,31.03,1.4,0.0,0.0,136.21,102
JacksonCore,22,com.fasterxml.jackson.core.filter.FilteringParserDelegate,60,44.45,7.32,44.45,7.32,0.0,0.0,87.36,102
JacksonCore,9,com.fasterxml.jackson.core.json.UTF8StreamJsonParser,120,37.66,8.74,37.66,8.74,0.0,0.0,156.96,102
JacksonCore,22,com.fasterxml.jackson.core.filter.FilteringParserDelegate,120,50.55,9.77,50.55,9.77,0.0,0.0,151.61,101
JacksonCore,10,com.fasterxml.jackson.core.sym.ByteQuadsCanonicalizer,30,68.08,4.49,68.08,4.49,0.0,0.0,55.99,103
JacksonCore,10,com.fasterxml.jackson.core.sym.ByteQuadsCanonicalizer,60,72.16,9.05,72.16,9.05,0.0,0.0,94.52,101
JacksonCore,10,com.fasterxml.jackson.core.sym.ByteQuadsCanonicalizer,120,86.08,0.35,86.08,0.35,0.0,0.0,133.9,101
JacksonCore,11,com.fasterxml.jackson.core.sym.ByteQuadsCanonicalizer,30,73.44,2.11,73.44,2.11,0.0,0.0,49.81,102
JacksonCore,24,com.fasterxml.jackson.core.base.ParserBase,30,13.13,8.18,13.13,8.18,0.0,0.0,47.21,102
JacksonCore,11,com.fasterxml.jackson.core.sym.ByteQuadsCanonicalizer,60,77.87,6.59,77.87,6.59,0.0,0.0,76.43,101
JacksonCore,24,com.fasterxml.jackson.core.base.ParserBase,60,21.96,2.72,21.96,2.72,0.0,0.0,76.95,102
JacksonCore,11,com.fasterxml.jackson.core.sym.ByteQuadsCanonicalizer,120,86.12,2.31,86.12,2.31,0.0,0.0,139.06,101
JacksonCore,12,com.fasterxml.jackson.core.json.ReaderBasedJsonParser,30,42.82,0.71,42.82,0.71,0.0,0.0,52.19,102
JacksonCore,24,com.fasterxml.jackson.core.base.ParserBase,120,26.61,3.63,26.61,3.63,0.0,0.0,139.79,102
JacksonCore,24,com.fasterxml.jackson.core.base.ParserMinimalBase,30,13.13,8.18,13.13,8.18,0.0,0.0,45.85,102
JacksonCore,12,com.fasterxml.jackson.core.json.ReaderBasedJsonParser,60,48.72,2.35,48.72,2.35,0.0,0.0,84.02,103
JacksonCore,24,com.fasterxml.jackson.core.base.ParserMinimalBase,60,21.96,2.72,21.96,2.72,0.0,0.0,79.4,102
JacksonCore,12,com.fasterxml.jackson.core.json.ReaderBasedJsonParser,120,53.42,1.06,53.42,1.06,0.0,0.0,145.46,102
JacksonCore,24,com.fasterxml.jackson.core.base.ParserMinimalBase,120,26.61,3.63,26.61,3.63,0.0,0.0,137.46,102
JacksonCore,12,com.fasterxml.jackson.core.json.UTF8StreamJsonParser,30,42.82,0.71,42.82,0.71,0.0,0.0,50.9,102
JacksonCore,25,com.fasterxml.jackson.core.json.ReaderBasedJsonParser,30,41.61,1.75,41.61,1.75,0.0,0.0,74.56,103
JacksonCore,14,com.fasterxml.jackson.core.io.IOContext,30,100.0,0.0,100.0,0.0,0.0,0.0,41.1,101
JacksonCore,8,com.fasterxml.jackson.core.util.TextBuffer,60,97.35,1.53,97.35,1.53,0.0,0.0,72.89,101
JacksonCore,12,com.fasterxml.jackson.core.json.UTF8StreamJsonParser,60,48.72,2.35,48.72,2.35,0.0,0.0,79.92,103
JacksonCore,12,com.fasterxml.jackson.core.json.UTF8StreamJsonParser,120,53.42,1.06,53.42,1.06,0.0,0.0,152.82,102
JacksonCore,13,com.fasterxml.jackson.core.json.JsonGeneratorImpl,30,93.85,2.66,93.85,2.66,0.0,0.0,40.77,101
JacksonCore,17,com.fasterxml.jackson.core.json.UTF8JsonGenerator,120,61.46,3.68,61.46,3.68,0.0,0.0,167.3,103
JacksonCore,13,com.fasterxml.jackson.core.json.JsonGeneratorImpl,60,95.39,0.0,95.39,0.0,0.0,0.0,69.45,101
JacksonCore,18,com.fasterxml.jackson.core.base.GeneratorBase,120,74.25,7.46,74.25,7.46,0.0,0.0,136.96,101
JacksonCore,20,com.fasterxml.jackson.core.JsonGenerator,120,56.05,0.72,56.05,0.72,0.0,0.0,143.68,102
JacksonCore,25,com.fasterxml.jackson.core.json.ReaderBasedJsonParser,60,46.27,1.42,46.27,1.42,0.0,0.0,89.68,102
JacksonCore,25,com.fasterxml.jackson.core.json.ReaderBasedJsonParser,120,53.07,1.22,53.07,1.22,0.0,0.0,179.86,102
JacksonCore,26,com.fasterxml.jackson.core.json.async.NonBlockingJsonParser,30,21.37,1.83,21.37,1.83,0.0,0.0,57.44,101
JacksonCore,26,com.fasterxml.jackson.core.json.async.NonBlockingJsonParser,60,28.34,1.01,28.34,1.01,0.0,0.0,89.82,103
JacksonCore,26,com.fasterxml.jackson.core.json.async.NonBlockingJsonParser,120,32.81,1.39,32.81,1.39,0.0,0.0,126.27,103
JacksonCore,14,com.fasterxml.jackson.core.io.IOContext,60,100.0,0.0,100.0,0.0,0.0,0.0,70.69,101
JacksonCore,13,com.fasterxml.jackson.core.json.JsonGeneratorImpl,120,95.39,0.0,95.39,0.0,0.0,0.0,131.91,101
